MPN,Value,Comment,Fraction,Mfr,Id,Library Path,Library Ref,Footprint Path,Footprint Ref 1
USBB-1J,DS1099-BN0 (DS1099-WN0),,,CONNFLY,355958,Symbols\Connector\USB_B.Schlib,USB_B,Footprints\USBB-1J.PcbLib,USBB-1J
