MPN,Value,Comment,Package,Mfr,Id,Library Path,Library Ref,Footprint Path,Footprint Ref
L-7104EW/1RD,L-7104EW/1RD, =Value,T1 (3mm),KB,5666,Symbols\Device\LED.SchLib,LED,Footprints\LED_THT\L-7104.PcbLib,L-7104
